,Pistil,Cabium,Bark,Old_leaf,Mature_xylem,Expanded_leaf,Young_leaf,Immature_xylem,Apex,Phloem,Root,Petiole,long1,long2,long3,long4,long5,long6,short1,short2,short3,short4,short5,short6
evm.TU.HIC_ASM_1.2035,0,0.0613863580931572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_10.495,0,0.0507774983540788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_12.1184,0,0.166270679324946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_12.289,0,0.197113660851626,0,0,0,0.0131215713236575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117408375131501,0,0,0,0
evm.TU.HIC_ASM_13.337,0,0.0625769734169774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_13.700,0,0.828034803146599,0,0,0.0232690757606995,0,0,0.0444412179486226,0,0.0339193505481179,0.0262656031100204,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_15.1267,0,0.0822495473819385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_15.2339,0,0.0561804885070949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_16.515,0,0.260419557321313,0,0,0,0,0,0,0.0599634253708315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_17.1028,5.33787290125879e-05,0.00711869917617861,6.34771853111816e-05,0.000131760082028217,6.05919192960788e-05,5.09742761489231e-05,3.51051041287783e-05,6.39580143317661e-05,8.27120965317588e-05,8.55973183091132e-05,6.8766872773621e-05,6.34771853111816e-05,4.85699635425541e-05,6.34771853111816e-05,3.41434266946536e-05,5.33787290125879e-05,6.63624455563324e-05,6.73242457768053e-05,4.95316313599111e-05,5.6744840878108e-05,5.96301145873598e-05,3.75095834407589e-05,5.19360866279441e-05,4.08757323325038e-05
evm.TU.HIC_ASM_17.1127,0,0.816250304719222,0,0,0.0687863592042746,0,0.0119006243475547,0.032523595984019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_2.794,0,0.244707471981461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_3.1799,0,0.241443616686566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_3.1850,0,0.195978088365297,0,0,0,0,0,0,0,0,0.0362458938862838,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_4.770,0,0.360073741609901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_4.909,0,0.0921472117656023,0,0,0,0,0,0,0.00600879802657056,0,0,0,0,0,0,0,0,0.0117623023811929,0,0,0,0,0,0
evm.TU.HIC_ASM_5.1198,0,1.23173130045581,0,0,0.136106056031531,0,0,0.153090187725139,0,0,0,0.0559452720888896,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_6.213,0.00127910330277991,0.043947776654574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_6.3034,0,0.0788987546290227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_6.3035,0,0.0139495672271995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_6.3207,0,0.0577503908526161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_6.3953,0,0.0427717931847739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_6.4057,0,0.0674941648062758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_7.105,0,0.0677584776187192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_7.1792,0,1.5926084450262,0,0,0,0,0.0518579070778346,0.324755313449282,0,0,0.0947747560587306,0.0598074916308962,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_7.18,0,0.183136477516471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_7.2238,0,0.0937285032986362,0,0,0.0143738621996759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_8.1115,0.00281483562169671,0.0705171037935987,0,0,0,0,0.0126339840985194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_8.1790,0,0.104766049316291,0,0,0,0,0,0.0228256143254728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_8.364,0,0.262571466907751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_9.168,0,0.263191290389047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_9.417,0,0.0723555486573644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ORIGINAL_320__FRAGMENT_2.1,0,0.0548811152145977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ORIGINAL_437__FRAGMENT_2.19,0,0.0552692450862309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ORIGINAL_458.13,0,0.0570141917827395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PB.18236,0,0.0366925157117265,0,0,0,0,0,0,0,0,0,0.00820240517213815,0,0,0,0,0,0,0,0,0,0,0,0
PB.16383,0,0.0396648288848444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PB.462,0,0.0147787546646932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PB.12283,0,0.183767880043392,0,0,0,0,0,0,0,0,0.0114398191998488,0,0,0,0.00584596202246159,0,0,0,0,0,0,0,0,0.0115929602206574
