nodeName	altName	nodeAttr[nodesPresent, ]
evm.TU.FRAGSCAFF_75__FRAGMENT_3.80	NA	pink
evm.TU.HIC_ASM_0.44	NA	pink
evm.TU.HIC_ASM_1.1175	NA	pink
evm.TU.HIC_ASM_1.1326	NA	pink
evm.TU.HIC_ASM_1.1552	NA	pink
evm.TU.HIC_ASM_1.1553	NA	pink
evm.TU.HIC_ASM_1.188	NA	pink
evm.TU.HIC_ASM_1.753	NA	pink
evm.TU.HIC_ASM_10.627	NA	pink
evm.TU.HIC_ASM_10.722	NA	pink
evm.TU.HIC_ASM_12.288	NA	pink
evm.TU.HIC_ASM_12.960	NA	pink
evm.TU.HIC_ASM_12.982	NA	pink
evm.TU.HIC_ASM_13.1023	NA	pink
evm.TU.HIC_ASM_13.925	NA	pink
evm.TU.HIC_ASM_13.994	NA	pink
evm.TU.HIC_ASM_14.1005	NA	pink
evm.TU.HIC_ASM_14.651	NA	pink
evm.TU.HIC_ASM_14.668	NA	pink
evm.TU.HIC_ASM_15.1998	NA	pink
evm.TU.HIC_ASM_15.2629	NA	pink
evm.TU.HIC_ASM_15.361	NA	pink
evm.TU.HIC_ASM_16.851	NA	pink
evm.TU.HIC_ASM_16.940	NA	pink
evm.TU.HIC_ASM_17.1240	NA	pink
evm.TU.HIC_ASM_17.328	NA	pink
evm.TU.HIC_ASM_18.316	NA	pink
evm.TU.HIC_ASM_2.581	NA	pink
evm.TU.HIC_ASM_3.1969	NA	pink
evm.TU.HIC_ASM_4.1299	NA	pink
evm.TU.HIC_ASM_5.563	NA	pink
evm.TU.HIC_ASM_5.676	NA	pink
evm.TU.HIC_ASM_6.2111	NA	pink
evm.TU.HIC_ASM_6.2160	NA	pink
evm.TU.HIC_ASM_6.2990	NA	pink
evm.TU.HIC_ASM_6.3416	NA	pink
evm.TU.HIC_ASM_6.3675	NA	pink
evm.TU.HIC_ASM_6.3703	NA	pink
evm.TU.HIC_ASM_6.3969	NA	pink
evm.TU.HIC_ASM_7.1643	NA	pink
evm.TU.HIC_ASM_7.1774	NA	pink
evm.TU.HIC_ASM_7.1885	NA	pink
evm.TU.HIC_ASM_7.2355	NA	pink
evm.TU.HIC_ASM_7.822	NA	pink
evm.TU.HIC_ASM_8.1073	NA	pink
evm.TU.HIC_ASM_8.582	NA	pink
evm.TU.HIC_ASM_8.738	NA	pink
evm.TU.HIC_ASM_9.1797	NA	pink
evm.TU.HIC_ASM_9.242	NA	pink
PB.9590	NA	pink
