Gene,Pistil,Cabium,Bark,Old_leaf,Mature_xylem,Expanded_leaf,Young_leaf,Immature_xylem,Apex,Phloem,Root,Petiole,long1,long2,long3,long4,long5,long6,short1,short2,short3,short4,short5,short6
evm.TU.FRAGSCAFF_78__FRAGMENT_1.1,0,0,0,0.0166427456553095,0,0.00678727867047714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_1.503,0,0.143149792306655,0,0,0.0183032520161793,0,0,2.8368881754951,0,0,0,0,0,0,0,0,0.0108471390861223,0,0,0,0,0,0,0
evm.TU.HIC_ASM_10.789,0,0,0,0.0671949194044024,0,0.117034931160275,0.0973271740052905,0,0.0556672190287641,0.135017761687513,0.0937994787345452,0.531800472345147,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_13.1266,3.21652160473794,0,0,0.0331182481950415,0,0.0808827471398507,0.199913729487673,0,1.1914213638914,0,0,0.0401129656590302,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_14.703,3.98625532514589,5.38504627296491,2.59323519498236,1.70451965602782,5.96202107947856,2.46655212326741,3.27855967802992,4.57022367640459,1.9243825680085,7.77899470523858,7.2919621641376,7.23458750778848,1.6781480954326,1.41441448101082,1.28415736383395,1.10385948501517,1.39826225160726,0.617153641778757,1.23967156369251,0.80241796366947,0.810192727332046,0.997196767064877,1.55196858596063,1.07426999138022
evm.TU.HIC_ASM_16.56,5.46728561124867,3.38747386836826,4.35407401716091,1.00809122518806,3.88410603148884,2.05835667573351,2.86482070827298,2.74609014570549,4.68249780837709,5.871699117274,5.49636487553202,4.36467257706798,0.793824040996094,0.679643886230432,0.439555766247657,0.624683315076026,0.643119495970978,0.497053657167887,0.640987956081185,0.555943080143302,0.642382426716014,0.64611594903462,0.514564997198066,0.599731973409784
evm.TU.HIC_ASM_18.1239,0,0.046055846160404,0,0.0154514203996504,2.20830759276423,0,0,0.175420273620247,0,0.0881538115448428,0.443181913640128,0.0259302857953319,0.0140843451195865,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_3.443,5.06272415570706,8.77351781749296,4.1317308002836,4.9902659828324,6.78498635316383,5.32935322492065,6.62170205416216,8.67862117395034,5.92079206653169,5.01887280836593,6.66306994171679,6.81583712798842,4.10188577210067,3.93844084456523,3.99483170591545,3.76432817754645,3.76062122549706,3.49383982562935,4.02936612711403,3.8962908391611,3.96581958570827,3.91867658863231,3.98979064672282,3.8620547151823
evm.TU.HIC_ASM_4.316,0.0324697590785087,0,0,0,0,0,0.529310562407972,0,3.00123015431021,0,0,0.250533147096893,0,0,0,0,0,0.0136961693328923,0.0132392724927921,0,0,0,0,0
evm.TU.HIC_ASM_5.1198,0,1.23173130045581,0,0,0.136106056031531,0,0,0.153090187725139,0,0,0,0.0559452720888896,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_6.3445,0,0,0,0.0192080048224279,0,1.55960471197218,0.255951045968327,0,0,0,0,0.165417614424326,0.0334321642738039,0.02053230770825,0.0192298329359395,0,0.0106471376416245,0.0234048780290913,0.0332789740010392,0,0,0.0106184956154116,0.0224019046192325,0
evm.TU.HIC_ASM_8.915,0.0542900407411161,0.0332298657077573,0,0.391940349201648,0,1.90073338987364,2.27071680432569,0.0428768306903998,0.392577542799526,0,0,0.156089361681291,0.101354694048305,0.10654754508327,0.0673073724471507,0.105328534635002,0.280228647518362,0.125825642656867,0.112507538619892,0.123763299340511,0.035600450614874,0.0913757770694103,0.110648769825,0.139011444259204
evm.TU.HIC_ASM_9.1249,0.0648725071760607,0,0,0,0,0,0.0130577124949179,0,0.164924835848996,0.0457113541757424,1.71729615042212,0.0618296430054832,0,0,0,0,0,0,0,0.0132006750355781,0,0,0,0
evm.TU.ORIGINAL_153.17,0.0798068022199073,0,0,0.0347242320643622,0,0.0335670146966992,0.202663452501476,0.0113019311435996,0.126831046370047,0,0.0112523066545277,0.0928772019727988,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ORIGINAL_376.2,0.0020767068171612,0,0,0,0.0128651667427571,0.00535063990102232,0.0228720023218737,0.017332360070304,0.025576938565698,0.286718342292361,0.110815336798305,0.0182999272120654,0,0,0,0,0,0,0,0,0,0,0,0
PB.9670,0,0.0134193803074444,0.535340331433376,0,0.015415260067851,0,0.00935529518998349,0,0,0.0205180845566439,0,0.00647086116090404,0,0,0,0,0,0,0,0,0,0.006073448021247,0,0
