nodeName	altName	nodeAttr[nodesPresent, ]
evm.TU.FRAGSCAFF_23.2	NA	brown
evm.TU.FRAGSCAFF_26__FRAGMENT_2.5	NA	brown
evm.TU.FRAGSCAFF_44__FRAGMENT_2.7	NA	brown
evm.TU.FRAGSCAFF_47__FRAGMENT_3.18	NA	brown
evm.TU.FRAGSCAFF_49__FRAGMENT_2.6	NA	brown
evm.TU.FRAGSCAFF_5__FRAGMENT_5.2	NA	brown
evm.TU.FRAGSCAFF_75__FRAGMENT_3.11	NA	brown
evm.TU.FRAGSCAFF_75__FRAGMENT_3.23	NA	brown
evm.TU.FRAGSCAFF_75__FRAGMENT_3.45	NA	brown
evm.TU.HIC_ASM_0.1021	NA	brown
evm.TU.HIC_ASM_0.356	NA	brown
evm.TU.HIC_ASM_0.374	NA	brown
evm.TU.HIC_ASM_0.375	NA	brown
evm.TU.HIC_ASM_0.988	NA	brown
evm.TU.HIC_ASM_1.1280	NA	brown
evm.TU.HIC_ASM_1.163	NA	brown
evm.TU.HIC_ASM_1.1689	NA	brown
evm.TU.HIC_ASM_1.172	NA	brown
evm.TU.HIC_ASM_1.1829	NA	brown
evm.TU.HIC_ASM_1.1908	NA	brown
evm.TU.HIC_ASM_1.2071	NA	brown
evm.TU.HIC_ASM_1.21	NA	brown
evm.TU.HIC_ASM_1.2221	NA	brown
evm.TU.HIC_ASM_1.2283	NA	brown
evm.TU.HIC_ASM_1.2294	NA	brown
evm.TU.HIC_ASM_1.2304	NA	brown
evm.TU.HIC_ASM_1.2385	NA	brown
evm.TU.HIC_ASM_1.258	NA	brown
evm.TU.HIC_ASM_1.2678	NA	brown
evm.TU.HIC_ASM_1.289	NA	brown
evm.TU.HIC_ASM_1.35	NA	brown
evm.TU.HIC_ASM_1.624	NA	brown
evm.TU.HIC_ASM_1.827	NA	brown
evm.TU.HIC_ASM_1.848	NA	brown
evm.TU.HIC_ASM_1.951	NA	brown
evm.TU.HIC_ASM_10.1156	NA	brown
evm.TU.HIC_ASM_10.1227	NA	brown
evm.TU.HIC_ASM_10.253	NA	brown
evm.TU.HIC_ASM_10.254	NA	brown
evm.TU.HIC_ASM_10.460	NA	brown
evm.TU.HIC_ASM_10.858	NA	brown
evm.TU.HIC_ASM_11.1031	NA	brown
evm.TU.HIC_ASM_11.1161	NA	brown
evm.TU.HIC_ASM_11.1263	NA	brown
evm.TU.HIC_ASM_11.1264	NA	brown
evm.TU.HIC_ASM_11.1376	NA	brown
evm.TU.HIC_ASM_11.28	NA	brown
evm.TU.HIC_ASM_11.280	NA	brown
evm.TU.HIC_ASM_11.317_evm.TU.HIC_ASM_11.318	NA	brown
evm.TU.HIC_ASM_11.341	NA	brown
evm.TU.HIC_ASM_11.530	NA	brown
evm.TU.HIC_ASM_11.567	NA	brown
evm.TU.HIC_ASM_11.689	NA	brown
evm.TU.HIC_ASM_11.725	NA	brown
evm.TU.HIC_ASM_11.726	NA	brown
evm.TU.HIC_ASM_11.732	NA	brown
evm.TU.HIC_ASM_11.733	NA	brown
evm.TU.HIC_ASM_11.766	NA	brown
evm.TU.HIC_ASM_11.868	NA	brown
evm.TU.HIC_ASM_12.1013	NA	brown
evm.TU.HIC_ASM_12.1136	NA	brown
evm.TU.HIC_ASM_12.1150	NA	brown
evm.TU.HIC_ASM_12.1160	NA	brown
evm.TU.HIC_ASM_12.1253	NA	brown
evm.TU.HIC_ASM_12.1269	NA	brown
evm.TU.HIC_ASM_12.1277	NA	brown
evm.TU.HIC_ASM_12.1322	NA	brown
evm.TU.HIC_ASM_12.1352	NA	brown
evm.TU.HIC_ASM_12.1363	NA	brown
evm.TU.HIC_ASM_12.454	NA	brown
evm.TU.HIC_ASM_12.51	NA	brown
evm.TU.HIC_ASM_12.52	NA	brown
evm.TU.HIC_ASM_12.828	NA	brown
evm.TU.HIC_ASM_12.864	NA	brown
evm.TU.HIC_ASM_12.883	NA	brown
evm.TU.HIC_ASM_12.897	NA	brown
evm.TU.HIC_ASM_13.1026	NA	brown
evm.TU.HIC_ASM_13.1224	NA	brown
evm.TU.HIC_ASM_13.1264	NA	brown
evm.TU.HIC_ASM_13.1279	NA	brown
evm.TU.HIC_ASM_13.1360	NA	brown
evm.TU.HIC_ASM_13.1386	NA	brown
evm.TU.HIC_ASM_13.387	NA	brown
evm.TU.HIC_ASM_13.880	NA	brown
evm.TU.HIC_ASM_13.881	NA	brown
evm.TU.HIC_ASM_13.886	NA	brown
evm.TU.HIC_ASM_13.981	NA	brown
evm.TU.HIC_ASM_14.249	NA	brown
evm.TU.HIC_ASM_14.282	NA	brown
evm.TU.HIC_ASM_14.338	NA	brown
evm.TU.HIC_ASM_14.382	NA	brown
evm.TU.HIC_ASM_14.652	NA	brown
evm.TU.HIC_ASM_14.702	NA	brown
evm.TU.HIC_ASM_14.968	NA	brown
evm.TU.HIC_ASM_15.1105	NA	brown
evm.TU.HIC_ASM_15.1237	NA	brown
evm.TU.HIC_ASM_15.1260	NA	brown
evm.TU.HIC_ASM_15.1529	NA	brown
evm.TU.HIC_ASM_15.197	NA	brown
evm.TU.HIC_ASM_15.205	NA	brown
evm.TU.HIC_ASM_15.206	NA	brown
evm.TU.HIC_ASM_15.2392	NA	brown
evm.TU.HIC_ASM_15.242	NA	brown
evm.TU.HIC_ASM_15.244	NA	brown
evm.TU.HIC_ASM_15.2491	NA	brown
evm.TU.HIC_ASM_15.2571	NA	brown
evm.TU.HIC_ASM_15.352	NA	brown
evm.TU.HIC_ASM_15.365	NA	brown
evm.TU.HIC_ASM_15.404	NA	brown
evm.TU.HIC_ASM_15.424	NA	brown
evm.TU.HIC_ASM_15.516	NA	brown
evm.TU.HIC_ASM_15.530	NA	brown
evm.TU.HIC_ASM_15.531	NA	brown
evm.TU.HIC_ASM_15.587	NA	brown
evm.TU.HIC_ASM_15.718	NA	brown
evm.TU.HIC_ASM_15.736	NA	brown
evm.TU.HIC_ASM_15.840	NA	brown
evm.TU.HIC_ASM_15.844	NA	brown
evm.TU.HIC_ASM_15.865	NA	brown
evm.TU.HIC_ASM_16.1136	NA	brown
evm.TU.HIC_ASM_16.1147	NA	brown
evm.TU.HIC_ASM_16.1198	NA	brown
evm.TU.HIC_ASM_16.1350	NA	brown
evm.TU.HIC_ASM_16.1360	NA	brown
evm.TU.HIC_ASM_16.236	NA	brown
evm.TU.HIC_ASM_16.261	NA	brown
evm.TU.HIC_ASM_16.27	NA	brown
evm.TU.HIC_ASM_16.380	NA	brown
evm.TU.HIC_ASM_16.403	NA	brown
evm.TU.HIC_ASM_16.428	NA	brown
evm.TU.HIC_ASM_16.455	NA	brown
evm.TU.HIC_ASM_16.605	NA	brown
evm.TU.HIC_ASM_16.69	NA	brown
evm.TU.HIC_ASM_16.692	NA	brown
evm.TU.HIC_ASM_16.72	NA	brown
evm.TU.HIC_ASM_16.771	NA	brown
evm.TU.HIC_ASM_16.920	NA	brown
evm.TU.HIC_ASM_16.947	NA	brown
evm.TU.HIC_ASM_16.972	NA	brown
evm.TU.HIC_ASM_17.1024	NA	brown
evm.TU.HIC_ASM_17.1130	NA	brown
evm.TU.HIC_ASM_17.1169	NA	brown
evm.TU.HIC_ASM_17.126	NA	brown
evm.TU.HIC_ASM_17.127	NA	brown
evm.TU.HIC_ASM_17.1282	NA	brown
evm.TU.HIC_ASM_17.1370	NA	brown
evm.TU.HIC_ASM_17.1390	NA	brown
evm.TU.HIC_ASM_17.1410	NA	brown
evm.TU.HIC_ASM_17.1590	NA	brown
evm.TU.HIC_ASM_17.18	NA	brown
evm.TU.HIC_ASM_17.213	NA	brown
evm.TU.HIC_ASM_17.263	NA	brown
evm.TU.HIC_ASM_17.35	NA	brown
evm.TU.HIC_ASM_17.352	NA	brown
evm.TU.HIC_ASM_17.471	NA	brown
evm.TU.HIC_ASM_17.498	NA	brown
evm.TU.HIC_ASM_17.5	NA	brown
evm.TU.HIC_ASM_17.538	NA	brown
evm.TU.HIC_ASM_17.950	NA	brown
evm.TU.HIC_ASM_18.1021	NA	brown
evm.TU.HIC_ASM_18.113	NA	brown
evm.TU.HIC_ASM_18.1198	NA	brown
evm.TU.HIC_ASM_18.1239	NA	brown
evm.TU.HIC_ASM_18.145	NA	brown
evm.TU.HIC_ASM_18.160	NA	brown
evm.TU.HIC_ASM_18.250	NA	brown
evm.TU.HIC_ASM_18.421	NA	brown
evm.TU.HIC_ASM_18.465	NA	brown
evm.TU.HIC_ASM_18.776	NA	brown
evm.TU.HIC_ASM_18.777	NA	brown
evm.TU.HIC_ASM_18.846	NA	brown
evm.TU.HIC_ASM_2.1040	NA	brown
evm.TU.HIC_ASM_2.1106	NA	brown
evm.TU.HIC_ASM_2.1113	NA	brown
evm.TU.HIC_ASM_2.1346	NA	brown
evm.TU.HIC_ASM_2.1410	NA	brown
evm.TU.HIC_ASM_2.181	NA	brown
evm.TU.HIC_ASM_2.214	NA	brown
evm.TU.HIC_ASM_2.280	NA	brown
evm.TU.HIC_ASM_2.315	NA	brown
evm.TU.HIC_ASM_2.553	NA	brown
evm.TU.HIC_ASM_2.7	NA	brown
evm.TU.HIC_ASM_2.824	NA	brown
evm.TU.HIC_ASM_2.90	NA	brown
evm.TU.HIC_ASM_2.969	NA	brown
evm.TU.HIC_ASM_3.10	NA	brown
evm.TU.HIC_ASM_3.1030	NA	brown
evm.TU.HIC_ASM_3.1106	NA	brown
evm.TU.HIC_ASM_3.1211	NA	brown
evm.TU.HIC_ASM_3.1252	NA	brown
evm.TU.HIC_ASM_3.1423	NA	brown
evm.TU.HIC_ASM_3.1728	NA	brown
evm.TU.HIC_ASM_3.1736	NA	brown
evm.TU.HIC_ASM_3.1788	NA	brown
evm.TU.HIC_ASM_3.1937	NA	brown
evm.TU.HIC_ASM_3.2147	NA	brown
evm.TU.HIC_ASM_3.2263	NA	brown
evm.TU.HIC_ASM_3.287	NA	brown
evm.TU.HIC_ASM_3.45	NA	brown
evm.TU.HIC_ASM_3.456	NA	brown
evm.TU.HIC_ASM_3.457	NA	brown
evm.TU.HIC_ASM_3.458	NA	brown
evm.TU.HIC_ASM_3.466	NA	brown
evm.TU.HIC_ASM_3.542	NA	brown
evm.TU.HIC_ASM_3.848	NA	brown
evm.TU.HIC_ASM_3.954	NA	brown
evm.TU.HIC_ASM_3.961	NA	brown
evm.TU.HIC_ASM_4.1175	NA	brown
evm.TU.HIC_ASM_4.1395	NA	brown
evm.TU.HIC_ASM_4.1492	NA	brown
evm.TU.HIC_ASM_4.1552	NA	brown
evm.TU.HIC_ASM_4.1752	NA	brown
evm.TU.HIC_ASM_4.498	NA	brown
evm.TU.HIC_ASM_4.522	NA	brown
evm.TU.HIC_ASM_4.604	NA	brown
evm.TU.HIC_ASM_4.721	NA	brown
evm.TU.HIC_ASM_5.1025	NA	brown
evm.TU.HIC_ASM_5.1027	NA	brown
evm.TU.HIC_ASM_5.1070	NA	brown
evm.TU.HIC_ASM_5.1078	NA	brown
evm.TU.HIC_ASM_5.1278	NA	brown
evm.TU.HIC_ASM_5.131	NA	brown
evm.TU.HIC_ASM_5.19	NA	brown
evm.TU.HIC_ASM_5.264	NA	brown
evm.TU.HIC_ASM_5.268	NA	brown
evm.TU.HIC_ASM_5.421	NA	brown
evm.TU.HIC_ASM_5.442	NA	brown
evm.TU.HIC_ASM_5.50	NA	brown
evm.TU.HIC_ASM_5.692	NA	brown
evm.TU.HIC_ASM_5.778	NA	brown
evm.TU.HIC_ASM_5.830	NA	brown
evm.TU.HIC_ASM_6.1053	NA	brown
evm.TU.HIC_ASM_6.1152	NA	brown
evm.TU.HIC_ASM_6.1277	NA	brown
evm.TU.HIC_ASM_6.1286	NA	brown
evm.TU.HIC_ASM_6.1287	NA	brown
evm.TU.HIC_ASM_6.140	NA	brown
evm.TU.HIC_ASM_6.1613	NA	brown
evm.TU.HIC_ASM_6.1804	NA	brown
evm.TU.HIC_ASM_6.2216	NA	brown
evm.TU.HIC_ASM_6.2225	NA	brown
evm.TU.HIC_ASM_6.2373	NA	brown
evm.TU.HIC_ASM_6.2529	NA	brown
evm.TU.HIC_ASM_6.2535	NA	brown
evm.TU.HIC_ASM_6.255	NA	brown
evm.TU.HIC_ASM_6.26	NA	brown
evm.TU.HIC_ASM_6.2742	NA	brown
evm.TU.HIC_ASM_6.2781	NA	brown
evm.TU.HIC_ASM_6.289	NA	brown
evm.TU.HIC_ASM_6.2980	NA	brown
evm.TU.HIC_ASM_6.3534	NA	brown
evm.TU.HIC_ASM_6.4056	NA	brown
evm.TU.HIC_ASM_6.4208	NA	brown
evm.TU.HIC_ASM_6.487	NA	brown
evm.TU.HIC_ASM_6.488	NA	brown
evm.TU.HIC_ASM_6.632	NA	brown
evm.TU.HIC_ASM_6.652	NA	brown
evm.TU.HIC_ASM_6.687	NA	brown
evm.TU.HIC_ASM_6.722	NA	brown
evm.TU.HIC_ASM_6.778	NA	brown
evm.TU.HIC_ASM_6.822	NA	brown
