"power","mean.k","R.squared"
2,106.807477106148,0.466995370228605
3,92.8577548292675,0.477125745907437
4,86.3017342390093,0.497874898273161
5,81.6404211456056,0.514388612676997
6,77.8517967599251,0.52760951962862
7,74.6017585528599,0.537680450608211
8,71.7381887914979,0.548018213067422
9,69.1760104762474,0.55593830623064
10,66.860362596971,0.561102970556287
11,64.7522408012756,0.565167501526119
12,62.8220642770922,0.571900960001649
13,61.0464321599317,0.576743845896523
14,59.4063059069139,0.578694746480549
15,57.8858929813147,0.580245524356881
16,56.4719076668657,0.581521660139234
17,55.1530520124652,0.582647168400676
18,53.9196348659563,0.583718162310129
19,52.7632829155098,0.584738647890765
20,51.6767160770389,0.585755569802024
21,50.6535696192878,0.586786061026093
22,49.6882512452551,0.587844775012346
23,48.7758249179722,0.588939019294174
24,47.9119155149338,0.59006760187331
25,47.092629936259,0.591232080195557
26,46.3144913625993,0.592400718057208
27,45.5743841250917,0.593632184303714
28,44.8695072111144,0.594882794023681
29,44.1973348490494,0.596155089221098
30,43.5555829336633,0.59741041491672
