GeneID	Module	ParentDir		black	37
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	green	98		blue	157
evm.TU.HIC_ASM_0.504	green	98		brown	129
evm.TU.HIC_ASM_0.647	green	98		cyan	0
evm.TU.HIC_ASM_1.189	green	98		green	30
evm.TU.HIC_ASM_1.2201	green	98		greenyellow	189
evm.TU.HIC_ASM_12.1319	green	98		lightcyan	0
evm.TU.HIC_ASM_12.486	green	98		magenta	35
evm.TU.HIC_ASM_13.293	green	98		midnightblue	0
evm.TU.HIC_ASM_14.178	green	98		pink	64
evm.TU.HIC_ASM_14.673	green	98		purple	87
evm.TU.HIC_ASM_15.1498	green	98		red	187
evm.TU.HIC_ASM_16.659	green	98		salmon	0
evm.TU.HIC_ASM_17.1349	green	98		tan	128
evm.TU.HIC_ASM_17.1402	green	98		turquoise	76
evm.TU.HIC_ASM_2.1307	green	98		yellow	122
evm.TU.HIC_ASM_2.368	green	98			
evm.TU.HIC_ASM_4.1379	green	98			
evm.TU.HIC_ASM_6.177	green	98			
evm.TU.HIC_ASM_6.1862	green	98			
evm.TU.HIC_ASM_6.2095	green	98			
evm.TU.HIC_ASM_7.1509	green	98			
evm.TU.HIC_ASM_7.554	green	98			
evm.TU.HIC_ASM_9.1762	green	98			
evm.TU.ORIGINAL_378.2	green	98			
PB.20327	green	98			
PB.9670	green	98			
PB.3510	green	98			
PB.23181	green	98			
PB.2656	green	98			
PB.7943	green	98			
evm.TU.FRAGSCAFF_21__FRAGMENT_1.14	brown	98			
evm.TU.FRAGSCAFF_49__FRAGMENT_1.19	brown	98			
evm.TU.FRAGSCAFF_49__FRAGMENT_2.2	brown	98			
evm.TU.HIC_ASM_0.109	brown	98			
evm.TU.HIC_ASM_0.245	brown	98			
evm.TU.HIC_ASM_0.307	brown	98			
evm.TU.HIC_ASM_0.326	brown	98			
evm.TU.HIC_ASM_0.45	brown	98			
evm.TU.HIC_ASM_0.466	brown	98			
evm.TU.HIC_ASM_0.514	brown	98			
evm.TU.HIC_ASM_0.586	brown	98			
evm.TU.HIC_ASM_0.975	brown	98			
evm.TU.HIC_ASM_1.1187	brown	98			
evm.TU.HIC_ASM_1.1274	brown	98			
evm.TU.HIC_ASM_1.1614	brown	98			
evm.TU.HIC_ASM_1.1721	brown	98			
evm.TU.HIC_ASM_1.1738	brown	98			
evm.TU.HIC_ASM_1.251	brown	98			
evm.TU.HIC_ASM_1.842	brown	98			
evm.TU.HIC_ASM_1.845	brown	98			
evm.TU.HIC_ASM_10.359	brown	98			
evm.TU.HIC_ASM_10.369	brown	98			
evm.TU.HIC_ASM_10.774	brown	98			
evm.TU.HIC_ASM_10.802	brown	98			
evm.TU.HIC_ASM_11.1002	brown	98			
evm.TU.HIC_ASM_11.1172	brown	98			
evm.TU.HIC_ASM_11.373	brown	98			
evm.TU.HIC_ASM_12.1002	brown	98			
evm.TU.HIC_ASM_12.1199	brown	98			
evm.TU.HIC_ASM_12.1280	brown	98			
evm.TU.HIC_ASM_12.447	brown	98			
evm.TU.HIC_ASM_12.965	brown	98			
evm.TU.HIC_ASM_12.992	brown	98			
evm.TU.HIC_ASM_13.1177	brown	98			
evm.TU.HIC_ASM_13.349	brown	98			
evm.TU.HIC_ASM_13.391	brown	98			
evm.TU.HIC_ASM_13.614	brown	98			
evm.TU.HIC_ASM_13.929	brown	98			
evm.TU.HIC_ASM_14.671	brown	98			
evm.TU.HIC_ASM_14.672	brown	98			
evm.TU.HIC_ASM_14.92	brown	98			
evm.TU.HIC_ASM_15.1472	brown	98			
evm.TU.HIC_ASM_15.1488	brown	98			
evm.TU.HIC_ASM_15.1591	brown	98			
evm.TU.HIC_ASM_15.1639	brown	98			
evm.TU.HIC_ASM_15.1673	brown	98			
evm.TU.HIC_ASM_15.2007	brown	98			
evm.TU.HIC_ASM_15.2047	brown	98			
evm.TU.HIC_ASM_15.2059	brown	98			
evm.TU.HIC_ASM_15.52	brown	98			
evm.TU.HIC_ASM_16.363	brown	98			
evm.TU.HIC_ASM_16.691	brown	98			
evm.TU.HIC_ASM_16.95	brown	98			
evm.TU.HIC_ASM_17.114	brown	98			
evm.TU.HIC_ASM_17.242	brown	98			
evm.TU.HIC_ASM_17.291_evm.TU.HIC_ASM_17.292_evm.TU.HIC_ASM_17.293	brown	98			
evm.TU.HIC_ASM_17.327	brown	98			
evm.TU.HIC_ASM_18.1202	brown	98			
evm.TU.HIC_ASM_18.1203	brown	98			
evm.TU.HIC_ASM_18.188	brown	98			
evm.TU.HIC_ASM_18.506	brown	98			
evm.TU.HIC_ASM_2.121	brown	98			
evm.TU.HIC_ASM_2.1417	brown	98			
evm.TU.HIC_ASM_2.71	brown	98			
evm.TU.HIC_ASM_3.16	brown	98			
evm.TU.HIC_ASM_3.1781	brown	98			
evm.TU.HIC_ASM_3.1853	brown	98			
evm.TU.HIC_ASM_3.1879	brown	98			
evm.TU.HIC_ASM_3.1901	brown	98			
evm.TU.HIC_ASM_3.419	brown	98			
evm.TU.HIC_ASM_3.504	brown	98			
evm.TU.HIC_ASM_4.1287	brown	98			
evm.TU.HIC_ASM_4.710	brown	98			
evm.TU.HIC_ASM_4.860	brown	98			
evm.TU.HIC_ASM_4.981	brown	98			
evm.TU.HIC_ASM_5.1322	brown	98			
evm.TU.HIC_ASM_5.296	brown	98			
evm.TU.HIC_ASM_5.991	brown	98			
evm.TU.HIC_ASM_6.1301	brown	98			
evm.TU.HIC_ASM_6.1385	brown	98			
evm.TU.HIC_ASM_6.1506	brown	98			
evm.TU.HIC_ASM_6.230	brown	98			
evm.TU.HIC_ASM_6.2636	brown	98			
evm.TU.HIC_ASM_6.2716	brown	98			
evm.TU.HIC_ASM_6.2951	brown	98			
evm.TU.HIC_ASM_6.2963	brown	98			
evm.TU.HIC_ASM_6.367	brown	98			
evm.TU.HIC_ASM_6.368	brown	98			
evm.TU.HIC_ASM_6.3740	brown	98			
evm.TU.HIC_ASM_6.3762	brown	98			
evm.TU.HIC_ASM_6.3891	brown	98			
evm.TU.HIC_ASM_7.1735	brown	98			
evm.TU.HIC_ASM_7.1879	brown	98			
evm.TU.HIC_ASM_7.209	brown	98			
evm.TU.HIC_ASM_7.2368	brown	98			
evm.TU.HIC_ASM_7.2401	brown	98			
evm.TU.HIC_ASM_7.2546	brown	98			
evm.TU.HIC_ASM_7.452	brown	98			
evm.TU.HIC_ASM_7.608	brown	98			
evm.TU.HIC_ASM_7.973	brown	98			
evm.TU.HIC_ASM_8.1123	brown	98			
evm.TU.HIC_ASM_8.1145	brown	98			
evm.TU.HIC_ASM_8.1147	brown	98			
evm.TU.HIC_ASM_8.1162	brown	98			
evm.TU.HIC_ASM_8.1235	brown	98			
evm.TU.HIC_ASM_8.1483	brown	98			
evm.TU.HIC_ASM_8.172	brown	98			
evm.TU.HIC_ASM_8.1832	brown	98			
evm.TU.HIC_ASM_8.1836	brown	98			
evm.TU.HIC_ASM_8.356	brown	98			
evm.TU.HIC_ASM_8.757	brown	98			
evm.TU.HIC_ASM_8.888	brown	98			
evm.TU.HIC_ASM_9.1249	brown	98			
evm.TU.HIC_ASM_9.1460	brown	98			
evm.TU.HIC_ASM_9.157	brown	98			
evm.TU.HIC_ASM_9.1763	brown	98			
evm.TU.HIC_ASM_9.345	brown	98			
evm.TU.HIC_ASM_9.616	brown	98			
evm.TU.ORIGINAL_130.3	brown	98			
evm.TU.ORIGINAL_250.2	brown	98			
evm.TU.ORIGINAL_355.8	brown	98			
evm.TU.ORIGINAL_394.13	brown	98			
evm.TU.ORIGINAL_484__FRAGMENT_1.12	brown	98			
PB.9917	brown	98			
PB.5322	brown	98			
PB.2729	brown	98			
PB.3	brown	98			
PB.19425	brown	98			
PB.5010	brown	98			
evm.TU.FRAGSCAFF_21__FRAGMENT_1.19	greenyellow	98			
evm.TU.FRAGSCAFF_27__FRAGMENT_2.3	greenyellow	98			
evm.TU.FRAGSCAFF_44__FRAGMENT_2.23	greenyellow	98			
evm.TU.FRAGSCAFF_44__FRAGMENT_2.40	greenyellow	98			
evm.TU.HIC_ASM_0.209	greenyellow	98			
evm.TU.HIC_ASM_0.210	greenyellow	98			
evm.TU.HIC_ASM_0.435	greenyellow	98			
evm.TU.HIC_ASM_0.509	greenyellow	98			
evm.TU.HIC_ASM_0.543	greenyellow	98			
evm.TU.HIC_ASM_0.585	greenyellow	98			
evm.TU.HIC_ASM_0.590	greenyellow	98			
evm.TU.HIC_ASM_0.899	greenyellow	98			
evm.TU.HIC_ASM_1.1019	greenyellow	98			
evm.TU.HIC_ASM_1.110	greenyellow	98			
evm.TU.HIC_ASM_1.1107	greenyellow	98			
evm.TU.HIC_ASM_1.1297	greenyellow	98			
evm.TU.HIC_ASM_1.1475	greenyellow	98			
evm.TU.HIC_ASM_1.1850	greenyellow	98			
evm.TU.HIC_ASM_1.2536	greenyellow	98			
evm.TU.HIC_ASM_1.291	greenyellow	98			
evm.TU.HIC_ASM_1.336	greenyellow	98			
evm.TU.HIC_ASM_1.681	greenyellow	98			
evm.TU.HIC_ASM_10.312	greenyellow	98			
evm.TU.HIC_ASM_10.323	greenyellow	98			
evm.TU.HIC_ASM_11.282	greenyellow	98			
evm.TU.HIC_ASM_11.961	greenyellow	98			
evm.TU.HIC_ASM_12.137	greenyellow	98			
evm.TU.HIC_ASM_12.138	greenyellow	98			
evm.TU.HIC_ASM_12.31	greenyellow	98			
evm.TU.HIC_ASM_12.312	greenyellow	98			
evm.TU.HIC_ASM_12.800	greenyellow	98			
evm.TU.HIC_ASM_13.1001	greenyellow	98			
evm.TU.HIC_ASM_13.1196	greenyellow	98			
evm.TU.HIC_ASM_13.1197	greenyellow	98			
evm.TU.HIC_ASM_13.1198	greenyellow	98			
evm.TU.HIC_ASM_13.1265	greenyellow	98			
evm.TU.HIC_ASM_13.1266	greenyellow	98			
evm.TU.HIC_ASM_13.1293	greenyellow	98			
evm.TU.HIC_ASM_13.1298	greenyellow	98			
evm.TU.HIC_ASM_13.426	greenyellow	98			
evm.TU.HIC_ASM_13.652	greenyellow	98			
evm.TU.HIC_ASM_14.1187	greenyellow	98			
evm.TU.HIC_ASM_14.213	greenyellow	98			
evm.TU.HIC_ASM_14.288	greenyellow	98			
evm.TU.HIC_ASM_14.342	greenyellow	98			
evm.TU.HIC_ASM_14.372	greenyellow	98			
evm.TU.HIC_ASM_14.446	greenyellow	98			
evm.TU.HIC_ASM_14.449	greenyellow	98			
evm.TU.HIC_ASM_14.492	greenyellow	98			
evm.TU.HIC_ASM_14.54	greenyellow	98			
evm.TU.HIC_ASM_14.627	greenyellow	98			
evm.TU.HIC_ASM_15.1224	greenyellow	98			
evm.TU.HIC_ASM_15.1683	greenyellow	98			
evm.TU.HIC_ASM_15.2172	greenyellow	98			
evm.TU.HIC_ASM_15.2311	greenyellow	98			
evm.TU.HIC_ASM_15.2480	greenyellow	98			
evm.TU.HIC_ASM_15.2515	greenyellow	98			
evm.TU.HIC_ASM_15.2533	greenyellow	98			
evm.TU.HIC_ASM_15.2639	greenyellow	98			
evm.TU.HIC_ASM_15.785	greenyellow	98			
evm.TU.HIC_ASM_16.1039	greenyellow	98			
evm.TU.HIC_ASM_16.1113	greenyellow	98			
evm.TU.HIC_ASM_16.1115	greenyellow	98			
evm.TU.HIC_ASM_16.306	greenyellow	98			
evm.TU.HIC_ASM_16.676	greenyellow	98			
evm.TU.HIC_ASM_16.964	greenyellow	98			
evm.TU.HIC_ASM_17.1136	greenyellow	98			
evm.TU.HIC_ASM_17.1161	greenyellow	98			
evm.TU.HIC_ASM_17.1267	greenyellow	98			
evm.TU.HIC_ASM_17.1268	greenyellow	98			
evm.TU.HIC_ASM_17.338	greenyellow	98			
evm.TU.HIC_ASM_17.368	greenyellow	98			
evm.TU.HIC_ASM_17.483	greenyellow	98			
evm.TU.HIC_ASM_17.565	greenyellow	98			
evm.TU.HIC_ASM_18.1093	greenyellow	98			
evm.TU.HIC_ASM_18.1205	greenyellow	98			
evm.TU.HIC_ASM_18.1212	greenyellow	98			
evm.TU.HIC_ASM_18.420	greenyellow	98			
evm.TU.HIC_ASM_18.51	greenyellow	98			
evm.TU.HIC_ASM_18.64	greenyellow	98			
evm.TU.HIC_ASM_18.788	greenyellow	98			
evm.TU.HIC_ASM_2.1029	greenyellow	98			
evm.TU.HIC_ASM_2.1033	greenyellow	98			
evm.TU.HIC_ASM_2.1212	greenyellow	98			
evm.TU.HIC_ASM_2.1221	greenyellow	98			
evm.TU.HIC_ASM_2.345	greenyellow	98			
evm.TU.HIC_ASM_2.394	greenyellow	98			
evm.TU.HIC_ASM_2.467	greenyellow	98			
evm.TU.HIC_ASM_2.655	greenyellow	98			
evm.TU.HIC_ASM_2.893	greenyellow	98			
evm.TU.HIC_ASM_2.924	greenyellow	98			
evm.TU.HIC_ASM_3.1109	greenyellow	98			
evm.TU.HIC_ASM_3.1131	greenyellow	98			
evm.TU.HIC_ASM_3.1239	greenyellow	98			
evm.TU.HIC_ASM_3.1250	greenyellow	98			
evm.TU.HIC_ASM_3.1679	greenyellow	98			
evm.TU.HIC_ASM_3.2076	greenyellow	98			
evm.TU.HIC_ASM_3.329	greenyellow	98			
evm.TU.HIC_ASM_3.729	greenyellow	98			
evm.TU.HIC_ASM_3.853	greenyellow	98			
evm.TU.HIC_ASM_4.1461	greenyellow	98			
evm.TU.HIC_ASM_4.176	greenyellow	98			
evm.TU.HIC_ASM_4.223	greenyellow	98			
evm.TU.HIC_ASM_4.224	greenyellow	98			
evm.TU.HIC_ASM_4.249	greenyellow	98			
evm.TU.HIC_ASM_4.889	greenyellow	98			
evm.TU.HIC_ASM_4.93	greenyellow	98			
evm.TU.HIC_ASM_5.1038	greenyellow	98			
evm.TU.HIC_ASM_5.1367	greenyellow	98			
evm.TU.HIC_ASM_5.522	greenyellow	98			
evm.TU.HIC_ASM_5.529	greenyellow	98			
evm.TU.HIC_ASM_5.693	greenyellow	98			
evm.TU.HIC_ASM_5.751	greenyellow	98			
evm.TU.HIC_ASM_5.953	greenyellow	98			
evm.TU.HIC_ASM_6.1180	greenyellow	98			
evm.TU.HIC_ASM_6.1213	greenyellow	98			
evm.TU.HIC_ASM_6.1446	greenyellow	98			
evm.TU.HIC_ASM_6.1577	greenyellow	98			
evm.TU.HIC_ASM_6.1770	greenyellow	98			
evm.TU.HIC_ASM_6.1772	greenyellow	98			
evm.TU.HIC_ASM_6.2279	greenyellow	98			
evm.TU.HIC_ASM_6.2683	greenyellow	98			
evm.TU.HIC_ASM_6.2874	greenyellow	98			
evm.TU.HIC_ASM_6.2979	greenyellow	98			
evm.TU.HIC_ASM_6.3028	greenyellow	98			
evm.TU.HIC_ASM_6.3423	greenyellow	98			
evm.TU.HIC_ASM_6.3657	greenyellow	98			
evm.TU.HIC_ASM_6.3890	greenyellow	98			
evm.TU.HIC_ASM_6.3992	greenyellow	98			
evm.TU.HIC_ASM_6.3993	greenyellow	98			
evm.TU.HIC_ASM_6.4072	greenyellow	98			
evm.TU.HIC_ASM_6.4154	greenyellow	98			
evm.TU.HIC_ASM_6.4155	greenyellow	98			
evm.TU.HIC_ASM_6.4167	greenyellow	98			
evm.TU.HIC_ASM_6.57	greenyellow	98			
evm.TU.HIC_ASM_7.1338	greenyellow	98			
evm.TU.HIC_ASM_7.1557	greenyellow	98			
evm.TU.HIC_ASM_7.1664	greenyellow	98			
evm.TU.HIC_ASM_7.1707	greenyellow	98			
evm.TU.HIC_ASM_7.1776	greenyellow	98			
evm.TU.HIC_ASM_7.1777	greenyellow	98			
evm.TU.HIC_ASM_7.1786	greenyellow	98			
evm.TU.HIC_ASM_7.1979	greenyellow	98			
evm.TU.HIC_ASM_7.2142	greenyellow	98			
evm.TU.HIC_ASM_7.2241	greenyellow	98			
evm.TU.HIC_ASM_7.2526	greenyellow	98			
evm.TU.HIC_ASM_7.392	greenyellow	98			
evm.TU.HIC_ASM_7.503	greenyellow	98			
evm.TU.HIC_ASM_7.844	greenyellow	98			
evm.TU.HIC_ASM_7.881	greenyellow	98			
evm.TU.HIC_ASM_7.995	greenyellow	98			
evm.TU.HIC_ASM_8.113	greenyellow	98			
evm.TU.HIC_ASM_8.114	greenyellow	98			
evm.TU.HIC_ASM_8.1245	greenyellow	98			
evm.TU.HIC_ASM_8.1312	greenyellow	98			
evm.TU.HIC_ASM_8.1779	greenyellow	98			
evm.TU.HIC_ASM_8.1842	greenyellow	98			
evm.TU.HIC_ASM_8.435	greenyellow	98			
evm.TU.HIC_ASM_8.451	greenyellow	98			
evm.TU.HIC_ASM_8.628	greenyellow	98			
evm.TU.HIC_ASM_9.1077	greenyellow	98			
evm.TU.HIC_ASM_9.1150	greenyellow	98			
evm.TU.HIC_ASM_9.1215	greenyellow	98			
evm.TU.HIC_ASM_9.1279	greenyellow	98			
evm.TU.HIC_ASM_9.1517	greenyellow	98			
evm.TU.HIC_ASM_9.1712	greenyellow	98			
evm.TU.HIC_ASM_9.1752	greenyellow	98			
evm.TU.HIC_ASM_9.495	greenyellow	98			
evm.TU.HIC_ASM_9.823	greenyellow	98			
evm.TU.ORIGINAL_113.11	greenyellow	98			
evm.TU.ORIGINAL_130.7	greenyellow	98			
evm.TU.ORIGINAL_347.2	greenyellow	98			
evm.TU.ORIGINAL_378.20	greenyellow	98			
evm.TU.ORIGINAL_426.8	greenyellow	98			
evm.TU.ORIGINAL_488.13	greenyellow	98			
evm.TU.ORIGINAL_494.17	greenyellow	98			
PB.17396	greenyellow	98			
PB.481	greenyellow	98			
PB.1231	greenyellow	98			
PB.1012	greenyellow	98			
PB.482	greenyellow	98			
PB.11257	greenyellow	98			
PB.2901	greenyellow	98			
PB.854	greenyellow	98			
PB.1125	greenyellow	98			
PB.639	greenyellow	98			
PB.8161	greenyellow	98			
PB.23586	greenyellow	98			
PB.22944	greenyellow	98			
evm.TU.FRAGSCAFF_26__FRAGMENT_2.5	blue	98			
evm.TU.FRAGSCAFF_75__FRAGMENT_3.23	blue	98			
evm.TU.FRAGSCAFF_75__FRAGMENT_3.45	blue	98			
evm.TU.HIC_ASM_0.375	blue	98			
evm.TU.HIC_ASM_1.172	blue	98			
evm.TU.HIC_ASM_1.2071	blue	98			
evm.TU.HIC_ASM_1.21	blue	98			
evm.TU.HIC_ASM_1.2283	blue	98			
evm.TU.HIC_ASM_1.2385	blue	98			
evm.TU.HIC_ASM_1.258	blue	98			
evm.TU.HIC_ASM_1.35	blue	98			
evm.TU.HIC_ASM_1.624	blue	98			
evm.TU.HIC_ASM_10.1156	blue	98			
evm.TU.HIC_ASM_11.1031	blue	98			
evm.TU.HIC_ASM_11.1161	blue	98			
evm.TU.HIC_ASM_11.1263	blue	98			
evm.TU.HIC_ASM_11.1264	blue	98			
evm.TU.HIC_ASM_11.1376	blue	98			
evm.TU.HIC_ASM_11.28	blue	98			
evm.TU.HIC_ASM_11.280	blue	98			
evm.TU.HIC_ASM_11.317_evm.TU.HIC_ASM_11.318	blue	98			
evm.TU.HIC_ASM_11.567	blue	98			
evm.TU.HIC_ASM_11.868	blue	98			
evm.TU.HIC_ASM_12.1013	blue	98			
evm.TU.HIC_ASM_12.1150	blue	98			
evm.TU.HIC_ASM_12.1269	blue	98			
evm.TU.HIC_ASM_12.52	blue	98			
evm.TU.HIC_ASM_12.864	blue	98			
evm.TU.HIC_ASM_13.1026	blue	98			
evm.TU.HIC_ASM_13.1279	blue	98			
evm.TU.HIC_ASM_13.1360	blue	98			
evm.TU.HIC_ASM_13.1386	blue	98			
evm.TU.HIC_ASM_13.880	blue	98			
evm.TU.HIC_ASM_13.881	blue	98			
evm.TU.HIC_ASM_13.886	blue	98			
evm.TU.HIC_ASM_13.981	blue	98			
evm.TU.HIC_ASM_14.249	blue	98			
evm.TU.HIC_ASM_14.282	blue	98			
evm.TU.HIC_ASM_15.1105	blue	98			
evm.TU.HIC_ASM_15.1237	blue	98			
evm.TU.HIC_ASM_15.1260	blue	98			
evm.TU.HIC_ASM_15.205	blue	98			
evm.TU.HIC_ASM_15.2392	blue	98			
evm.TU.HIC_ASM_15.242	blue	98			
evm.TU.HIC_ASM_15.244	blue	98			
evm.TU.HIC_ASM_15.2571	blue	98			
evm.TU.HIC_ASM_15.365	blue	98			
evm.TU.HIC_ASM_15.531	blue	98			
evm.TU.HIC_ASM_15.718	blue	98			
evm.TU.HIC_ASM_15.840	blue	98			
evm.TU.HIC_ASM_15.865	blue	98			
evm.TU.HIC_ASM_16.1136	blue	98			
evm.TU.HIC_ASM_16.1147	blue	98			
evm.TU.HIC_ASM_16.1198	blue	98			
evm.TU.HIC_ASM_16.1350	blue	98			
evm.TU.HIC_ASM_16.261	blue	98			
evm.TU.HIC_ASM_16.428	blue	98			
evm.TU.HIC_ASM_16.455	blue	98			
evm.TU.HIC_ASM_16.692	blue	98			
evm.TU.HIC_ASM_16.72	blue	98			
evm.TU.HIC_ASM_16.771	blue	98			
evm.TU.HIC_ASM_16.972	blue	98			
evm.TU.HIC_ASM_17.1169	blue	98			
evm.TU.HIC_ASM_17.127	blue	98			
evm.TU.HIC_ASM_17.1390	blue	98			
evm.TU.HIC_ASM_17.1590	blue	98			
evm.TU.HIC_ASM_17.18	blue	98			
evm.TU.HIC_ASM_17.213	blue	98			
evm.TU.HIC_ASM_17.35	blue	98			
evm.TU.HIC_ASM_17.5	blue	98			
evm.TU.HIC_ASM_18.1021	blue	98			
evm.TU.HIC_ASM_18.1239	blue	98			
evm.TU.HIC_ASM_18.465	blue	98			
evm.TU.HIC_ASM_18.777	blue	98			
evm.TU.HIC_ASM_2.1040	blue	98			
evm.TU.HIC_ASM_2.1113	blue	98			
evm.TU.HIC_ASM_2.214	blue	98			
evm.TU.HIC_ASM_2.315	blue	98			
evm.TU.HIC_ASM_2.90	blue	98			
evm.TU.HIC_ASM_3.10	blue	98			
evm.TU.HIC_ASM_3.1106	blue	98			
evm.TU.HIC_ASM_3.1728	blue	98			
evm.TU.HIC_ASM_3.1736	blue	98			
evm.TU.HIC_ASM_3.1788	blue	98			
evm.TU.HIC_ASM_3.1937	blue	98			
evm.TU.HIC_ASM_3.287	blue	98			
evm.TU.HIC_ASM_3.45	blue	98			
evm.TU.HIC_ASM_3.457	blue	98			
evm.TU.HIC_ASM_3.458	blue	98			
evm.TU.HIC_ASM_3.466	blue	98			
evm.TU.HIC_ASM_3.848	blue	98			
evm.TU.HIC_ASM_3.954	blue	98			
evm.TU.HIC_ASM_3.961	blue	98			
evm.TU.HIC_ASM_4.1492	blue	98			
evm.TU.HIC_ASM_4.1552	blue	98			
evm.TU.HIC_ASM_4.1752	blue	98			
evm.TU.HIC_ASM_4.498	blue	98			
evm.TU.HIC_ASM_4.522	blue	98			
evm.TU.HIC_ASM_5.1025	blue	98			
evm.TU.HIC_ASM_5.1027	blue	98			
evm.TU.HIC_ASM_5.1278	blue	98			
evm.TU.HIC_ASM_5.131	blue	98			
evm.TU.HIC_ASM_5.268	blue	98			
evm.TU.HIC_ASM_5.442	blue	98			
evm.TU.HIC_ASM_5.50	blue	98			
evm.TU.HIC_ASM_5.692	blue	98			
evm.TU.HIC_ASM_5.830	blue	98			
evm.TU.HIC_ASM_6.1053	blue	98			
evm.TU.HIC_ASM_6.1152	blue	98			
evm.TU.HIC_ASM_6.1277	blue	98			
evm.TU.HIC_ASM_6.140	blue	98			
evm.TU.HIC_ASM_6.1804	blue	98			
evm.TU.HIC_ASM_6.2225	blue	98			
evm.TU.HIC_ASM_6.2373	blue	98			
evm.TU.HIC_ASM_6.2529	blue	98			
evm.TU.HIC_ASM_6.255	blue	98			
evm.TU.HIC_ASM_6.26	blue	98			
evm.TU.HIC_ASM_6.2742	blue	98			
evm.TU.HIC_ASM_6.289	blue	98			
evm.TU.HIC_ASM_6.3534	blue	98			
evm.TU.HIC_ASM_6.652	blue	98			
evm.TU.HIC_ASM_6.687	blue	98			
evm.TU.HIC_ASM_6.722	blue	98			
evm.TU.HIC_ASM_7.1158	blue	98			
evm.TU.HIC_ASM_7.1420	blue	98			
evm.TU.HIC_ASM_7.1483	blue	98			
evm.TU.HIC_ASM_7.1669	blue	98			
evm.TU.HIC_ASM_7.1734	blue	98			
evm.TU.HIC_ASM_7.1783	blue	98			
evm.TU.HIC_ASM_7.2377	blue	98			
evm.TU.HIC_ASM_7.246	blue	98			
evm.TU.HIC_ASM_8.1007	blue	98			
evm.TU.HIC_ASM_8.1129	blue	98			
evm.TU.HIC_ASM_8.1457	blue	98			
evm.TU.HIC_ASM_8.1809	blue	98			
evm.TU.HIC_ASM_8.638	blue	98			
evm.TU.HIC_ASM_8.681	blue	98			
evm.TU.HIC_ASM_9.1015	blue	98			
evm.TU.HIC_ASM_9.1110	blue	98			
evm.TU.HIC_ASM_9.1227	blue	98			
evm.TU.HIC_ASM_9.286	blue	98			
evm.TU.HIC_ASM_9.366	blue	98			
evm.TU.HIC_ASM_9.936	blue	98			
evm.TU.HIC_ASM_9.969	blue	98			
evm.TU.ORIGINAL_154.22	blue	98			
evm.TU.ORIGINAL_183__FRAGMENT_2.14	blue	98			
evm.TU.ORIGINAL_237__FRAGMENT_1.9	blue	98			
evm.TU.ORIGINAL_318__FRAGMENT_1.2	blue	98			
evm.TU.ORIGINAL_491.23	blue	98			
evm.TU.ORIGINAL_491.24	blue	98			
PB.21997	blue	98			
PB.3109	blue	98			
PB.23269	blue	98			
PB.1180	blue	98			
PB.1545	blue	98			
PB.23140	blue	98			
PB.20023	blue	98			
evm.TU.FRAGSCAFF_36.5	purple	98			
evm.TU.FRAGSCAFF_44__FRAGMENT_2.14	purple	98			
evm.TU.FRAGSCAFF_52__FRAGMENT_3.2	purple	98			
evm.TU.FRAGSCAFF_57__FRAGMENT_2.37	purple	98			
evm.TU.FRAGSCAFF_59.3	purple	98			
evm.TU.FRAGSCAFF_72__FRAGMENT_4.1	purple	98			
