GeneID	Module	ParentDir			black	53
evm.TU.FRAGSCAFF_21__FRAGMENT_1.14	brown	100			blue	51
evm.TU.FRAGSCAFF_49__FRAGMENT_1.19	brown	100			brown	51
evm.TU.FRAGSCAFF_49__FRAGMENT_2.2	brown	100			cyan	0
evm.TU.HIC_ASM_0.109	brown	100			green	208
evm.TU.HIC_ASM_0.245	brown	100			greenyellow	0
evm.TU.HIC_ASM_0.45	brown	100			lightcyan	0
evm.TU.HIC_ASM_0.586	brown	100			magenta	0
evm.TU.HIC_ASM_0.975	brown	100			midnightblue	0
evm.TU.HIC_ASM_1.251	brown	100			pink	47
evm.TU.HIC_ASM_1.842	brown	100			purple	0
evm.TU.HIC_ASM_1.845	brown	100			red	35
evm.TU.HIC_ASM_10.359	brown	100			salmon	0
evm.TU.HIC_ASM_10.369	brown	100			tan	0
evm.TU.HIC_ASM_12.1002	brown	100			turquoise	34
evm.TU.HIC_ASM_13.1177	brown	100			yellow	38
evm.TU.HIC_ASM_13.391	brown	100				
evm.TU.HIC_ASM_13.614	brown	100				
evm.TU.HIC_ASM_13.929	brown	100				
evm.TU.HIC_ASM_14.671	brown	100				
evm.TU.HIC_ASM_14.672	brown	100				
evm.TU.HIC_ASM_15.1639	brown	100				
evm.TU.HIC_ASM_15.2047	brown	100				
evm.TU.HIC_ASM_16.95	brown	100				
evm.TU.HIC_ASM_17.114	brown	100				
evm.TU.HIC_ASM_17.242	brown	100				
evm.TU.HIC_ASM_17.327	brown	100				
evm.TU.HIC_ASM_18.506	brown	100				
evm.TU.HIC_ASM_2.1417	brown	100				
evm.TU.HIC_ASM_2.71	brown	100				
evm.TU.HIC_ASM_3.16	brown	100				
evm.TU.HIC_ASM_3.1879	brown	100				
evm.TU.HIC_ASM_4.860	brown	100				
evm.TU.HIC_ASM_4.981	brown	100				
evm.TU.HIC_ASM_5.1322	brown	100				
evm.TU.HIC_ASM_5.296	brown	100				
evm.TU.HIC_ASM_6.1301	brown	100				
evm.TU.HIC_ASM_6.367	brown	100				
evm.TU.HIC_ASM_6.3891	brown	100				
evm.TU.HIC_ASM_7.209	brown	100				
evm.TU.HIC_ASM_7.2401	brown	100				
evm.TU.HIC_ASM_8.1836	brown	100				
evm.TU.HIC_ASM_8.356	brown	100				
evm.TU.HIC_ASM_9.157	brown	100				
evm.TU.HIC_ASM_9.1763	brown	100				
evm.TU.HIC_ASM_9.616	brown	100				
evm.TU.ORIGINAL_130.3	brown	100				
evm.TU.ORIGINAL_250.2	brown	100				
evm.TU.ORIGINAL_355.8	brown	100				
evm.TU.ORIGINAL_484__FRAGMENT_1.12	brown	100				
PB.3	brown	100				
PB.19425	brown	100				
evm.TU.FRAGSCAFF_26__FRAGMENT_2.5	pink	100				
evm.TU.FRAGSCAFF_75__FRAGMENT_3.45	pink	100				
evm.TU.HIC_ASM_1.2071	pink	100				
evm.TU.HIC_ASM_1.2283	pink	100				
evm.TU.HIC_ASM_1.258	pink	100				
evm.TU.HIC_ASM_10.1156	pink	100				
evm.TU.HIC_ASM_11.1031	pink	100				
evm.TU.HIC_ASM_11.280	pink	100				
evm.TU.HIC_ASM_11.567	pink	100				
evm.TU.HIC_ASM_11.868	pink	100				
evm.TU.HIC_ASM_12.1013	pink	100				
evm.TU.HIC_ASM_12.1150	pink	100				
evm.TU.HIC_ASM_12.864	pink	100				
evm.TU.HIC_ASM_13.1360	pink	100				
evm.TU.HIC_ASM_13.981	pink	100				
evm.TU.HIC_ASM_14.282	pink	100				
evm.TU.HIC_ASM_15.1260	pink	100				
evm.TU.HIC_ASM_15.2392	pink	100				
evm.TU.HIC_ASM_16.1198	pink	100				
evm.TU.HIC_ASM_16.428	pink	100				
evm.TU.HIC_ASM_16.72	pink	100				
evm.TU.HIC_ASM_17.1390	pink	100				
evm.TU.HIC_ASM_17.18	pink	100				
evm.TU.HIC_ASM_2.315	pink	100				
evm.TU.HIC_ASM_3.954	pink	100				
evm.TU.HIC_ASM_4.1552	pink	100				
evm.TU.HIC_ASM_4.1752	pink	100				
evm.TU.HIC_ASM_4.522	pink	100				
evm.TU.HIC_ASM_5.1025	pink	100				
evm.TU.HIC_ASM_5.1278	pink	100				
evm.TU.HIC_ASM_5.268	pink	100				
