Gene,Pistil,Cabium,Bark,Old_leaf,Mature_xylem,Expanded_leaf,Young_leaf,Immature_xylem,Apex,Phloem,Root,Petiole,long1,long2,long3,long4,long5,long6,short1,short2,short3,short4,short5,short6
evm.TU.FRAGSCAFF_57__FRAGMENT_2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259812967636899,0,0,0,0,0
evm.TU.FRAGSCAFF_78__FRAGMENT_1.1,0,0,0,0.0166427456553095,0,0.00678727867047714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_1.503,0,0.143149792306655,0,0,0.0183032520161793,0,0,2.8368881754951,0,0,0,0,0,0,0,0,0.0108471390861223,0,0,0,0,0,0,0
evm.TU.HIC_ASM_1.998,0.139130883658585,0.0448661968542763,0,0,0,0,0.0601571668555689,0,1.88151179399869,0.0242175378777387,0.120485983999106,0.317356556728342,0,0,0,0.0393461831916428,0.0272588165250879,0,0.069886357954434,0.022353607961196,0.0471358395364262,0.022062846381677,0.0238552566680707,0.0411887686873818
evm.TU.HIC_ASM_15.1488,0.0585298531977051,0.0480108341569961,0,0.0199974207001608,0.237538428716538,0.109361451434168,0.131587289006855,0.110849183353216,0.102276944829103,0.116006700301955,4.75759034254216,0.171409251774546,0.0667156295511412,0.0284682547810344,0.00977855456179274,0.0113429641406606,0.0102561248815304,0.0392525876509603,0,0.0445330772494163,0,0.00844003611314419,0.00945084907078788,0.010449496085226
evm.TU.HIC_ASM_18.1239,0,0.046055846160404,0,0.0154514203996504,2.20830759276423,0,0,0.175420273620247,0,0.0881538115448428,0.443181913640128,0.0259302857953319,0.0140843451195865,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_18.136,0,0,0,0,0,0.393077500274887,0.18917682128513,0,0.221907181597689,0,0.111654564936354,1.55137459188382,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_3.1719_evm.TU.HIC_ASM_3.1720,2.38169881439218,3.54620828366919,4.43556245790217,0.976058566053606,3.70502592521388,2.49589151617169,4.86437165612635,2.98970894701236,5.35412641967545,7.54913176915721,5.39528216985287,6.22505189557205,0.384222993874004,0.117611713654877,0.0768199291476223,0.0541631358291234,0.269930012025698,0.0741299853852647,0.0255570956203799,0.0684919672988298,0.0330585593763977,0.032355261343539,0.0661355860952124,0.0292168051647065
evm.TU.HIC_ASM_3.2095,0.0743012798858437,0.124851513347946,0,0.0475835227054049,0,0.342335897755198,1.77519821067689,0.089304693345017,0.734835470412647,0,0.1433176572541,0.586497672962934,0,0.0454783848550625,0,0.0234256973772066,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_5.1096,3.57550064335351,0,0,0.187075577597035,0.328995350649664,0.840428588630236,2.29002042012387,0,3.54056714571641,0,0.521867865080053,1.38375755295827,0.0837924858033535,0.250213360353432,0.298671217657595,0.0680250362245181,0.166291249546228,0.426284796079789,0.116105651215841,0.0559424964449921,0.0313453179731274,0.10287353937856,0.21197283935043,0.0797528815214572
evm.TU.HIC_ASM_5.1198,0,1.23173130045581,0,0,0.136106056031531,0,0,0.153090187725139,0,0,0,0.0559452720888896,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.HIC_ASM_6.1220_evm.TU.HIC_ASM_6.1221,1.21652501923876,9.09898668507511,0.0336717844091542,0.958349012810154,3.82809314415879,2.22084027742329,2.77328337895605,8.56350576070537,1.95143859423125,0.682724599808601,4.78512257958236,4.0540283148341,0.842847190064493,0.592091966811226,0.394641449100149,0.33301949348617,0.612729618779465,0.39948394011085,0.27085820764631,0.230262457818985,0.252605793515685,0.206525286969492,0.221372693530364,0.270421695172794
evm.TU.HIC_ASM_8.588,0,0,0,0.193307903718919,0,1.39817376238917,0.45995893693798,0,0.082239780547349,0,0,0,0.0307075642436225,0,0,0,0,0,0.0547392141426461,0,0,0,0,0
evm.TU.HIC_ASM_9.1215,2.7516457069304,0.0443500509096102,0,0.0396704431559716,0.107191934819437,0.0525832941035793,0.0350884888932668,0.0379121086319716,0.119385395883858,0.179790008036688,0.142981472737102,0.0110175237651267,0,0.0105086968683456,0.00929079209745345,0,0,0,0.00858154524253217,0,0,0,0.0108060905522979,0
evm.TU.HIC_ASM_9.293,0.389144954518252,0.149359531109918,0.0863625789953059,0.133407017060795,0.393875607290824,0.0880873081696606,0.250638648909125,0.220554081505707,0.040268705192901,2.23538375344802,1.12674383864824,0.32864118178023,0.0863929262430682,0.0731392754429093,0.0258244790457398,0.0147199673316622,0.0203004528502349,0,0.0376755347872796,0.0736118670375797,0.0732087574180479,0.0146942622042213,0.0504770859216153,0.0348275094916139
PB.20327,0,0,1.70264114399924,0.00737684323317101,0,0.0263945140555066,0,0,0.055717651552806,0.316536587856932,0.306717591623229,0,0,0,0,0,0,0,0,0,0,0,0,0
