fromNode	toNode	weight	direction	fromAltName	toAltName
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_0.100	0.161612960038186	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_0.504	0.200369214964467	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_0.713	0.320666412351514	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_0.973	0.335984130247782	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_1.1713	0.325041455953878	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_1.1887	0.140222142414938	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_1.189	0.518231244444388	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_1.2201	0.518231244444388	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_11.1057	0.432181294338062	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_11.831	0.320755698656616	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_12.486	0.340610913172972	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_12.85	0.168059430453897	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_13.293	0.296334675807672	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_14.178	0.415285440234832	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_14.673	0.312402922932884	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_15.1226	0.103661561477417	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_15.1327	0.181764935558793	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_15.1498	0.387536537835139	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_15.2266	0.169215944573971	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_17.1349	0.518231244444388	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_17.1402	0.518231244444388	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_17.22	0.183723476536388	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_2.1307	0.344210753948169	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_3.26	0.108195499409974	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_4.1621	0.162805735956614	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_4.879	0.284107531185168	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_5.471	0.123232878598005	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_5.653	0.214647752683722	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_5.798	0.164661996447993	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_6.177	0.518231244444388	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_6.1862	0.228254342866877	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_6.2095	0.518231244444388	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_6.2728	0.227586852086551	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_6.3188	0.156527278807037	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_6.3508	0.330385418883352	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_6.3683	0.220871610185117	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_6.3710	0.18364763979761	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_7.173	0.130490053479152	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_7.554	0.467789639020302	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	evm.TU.HIC_ASM_9.1762	0.518231244444388	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.20638	0.194481426495754	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.20327	0.247632644151857	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.18879	0.176029936354369	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.9670	0.505353714123293	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.1463	0.223137010908236	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.3510	0.19648523402908	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.23181	0.399443805328228	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.9145	0.204228775117646	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.2506	0.277762974843328	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.4847	0.164976052439734	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.2656	0.373499215242768	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.22001	0.311764997923349	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.7702	0.196492524797282	undirected	NA	NA
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	PB.7943	0.284412204350503	undirected	NA	NA
evm.TU.HIC_ASM_0.100	evm.TU.HIC_ASM_0.713	0.119604492544968	undirected	NA	NA
evm.TU.HIC_ASM_0.100	evm.TU.HIC_ASM_0.973	0.203924493328637	undirected	NA	NA
evm.TU.HIC_ASM_0.100	evm.TU.HIC_ASM_15.1498	0.162651831962606	undirected	NA	NA
evm.TU.HIC_ASM_0.100	evm.TU.HIC_ASM_6.3508	0.183951097875108	undirected	NA	NA
evm.TU.HIC_ASM_0.100	evm.TU.HIC_ASM_6.3683	0.16861274283271	undirected	NA	NA
