GeneID	Module	ParentDir		black	1200
evm.TU.FRAGSCAFF_104__FRAGMENT_1.8	brown	90		blue	734
evm.TU.FRAGSCAFF_17__FRAGMENT_2.17	brown	90		brown	641
evm.TU.FRAGSCAFF_17__FRAGMENT_2.23	brown	90		cyan	109
evm.TU.FRAGSCAFF_17__FRAGMENT_2.24	brown	90		green	448
evm.TU.FRAGSCAFF_27__FRAGMENT_2.25	brown	90		greenyellow	181
evm.TU.FRAGSCAFF_29__FRAGMENT_4.1	brown	90		lightcyan	572
evm.TU.FRAGSCAFF_29__FRAGMENT_4.2	brown	90		magenta	32
evm.TU.FRAGSCAFF_29__FRAGMENT_4.31	brown	90		midnightblue	932
evm.TU.FRAGSCAFF_44__FRAGMENT_2.22	brown	90		pink	276
evm.TU.FRAGSCAFF_44__FRAGMENT_3.9	brown	90		purple	290
evm.TU.FRAGSCAFF_47__FRAGMENT_3.10	brown	90		red	128
evm.TU.FRAGSCAFF_47__FRAGMENT_3.23	brown	90		salmon	101
evm.TU.FRAGSCAFF_57__FRAGMENT_2.8	brown	90		tan	382
evm.TU.FRAGSCAFF_78__FRAGMENT_1.9	brown	90		turquoise	305
evm.TU.HIC_ASM_0.115	brown	90		yellow	99
evm.TU.HIC_ASM_0.16	brown	90			
evm.TU.HIC_ASM_0.195	brown	90			
evm.TU.HIC_ASM_0.198	brown	90			
evm.TU.HIC_ASM_0.200	brown	90			
evm.TU.HIC_ASM_0.229	brown	90			
evm.TU.HIC_ASM_0.235	brown	90			
evm.TU.HIC_ASM_0.253	brown	90			
evm.TU.HIC_ASM_0.342	brown	90			
evm.TU.HIC_ASM_0.347	brown	90			
evm.TU.HIC_ASM_0.509	brown	90			
evm.TU.HIC_ASM_0.524	brown	90			
evm.TU.HIC_ASM_0.529	brown	90			
evm.TU.HIC_ASM_0.565	brown	90			
evm.TU.HIC_ASM_0.601	brown	90			
evm.TU.HIC_ASM_0.604	brown	90			
evm.TU.HIC_ASM_0.620	brown	90			
evm.TU.HIC_ASM_0.630	brown	90			
evm.TU.HIC_ASM_0.633	brown	90			
evm.TU.HIC_ASM_0.802	brown	90			
evm.TU.HIC_ASM_0.849	brown	90			
evm.TU.HIC_ASM_0.942	brown	90			
evm.TU.HIC_ASM_0.98	brown	90			
evm.TU.HIC_ASM_1.1019	brown	90			
evm.TU.HIC_ASM_1.1085	brown	90			
evm.TU.HIC_ASM_1.1107	brown	90			
evm.TU.HIC_ASM_1.1112	brown	90			
evm.TU.HIC_ASM_1.1304	brown	90			
evm.TU.HIC_ASM_1.1444	brown	90			
evm.TU.HIC_ASM_1.1488	brown	90			
evm.TU.HIC_ASM_1.1588	brown	90			
evm.TU.HIC_ASM_1.1598	brown	90			
evm.TU.HIC_ASM_1.1599	brown	90			
evm.TU.HIC_ASM_1.1628	brown	90			
evm.TU.HIC_ASM_1.1774	brown	90			
evm.TU.HIC_ASM_1.1793	brown	90			
evm.TU.HIC_ASM_1.1811	brown	90			
evm.TU.HIC_ASM_1.1854	brown	90			
evm.TU.HIC_ASM_1.1857	brown	90			
evm.TU.HIC_ASM_1.1875	brown	90			
evm.TU.HIC_ASM_1.1948	brown	90			
evm.TU.HIC_ASM_1.1995	brown	90			
evm.TU.HIC_ASM_1.2093	brown	90			
evm.TU.HIC_ASM_1.2106	brown	90			
evm.TU.HIC_ASM_1.2218	brown	90			
evm.TU.HIC_ASM_1.2220	brown	90			
evm.TU.HIC_ASM_1.231	brown	90			
evm.TU.HIC_ASM_1.2417	brown	90			
evm.TU.HIC_ASM_1.2422	brown	90			
