GeneID	Module	ParentDir		black	67
evm.TU.FRAGSCAFF_104__FRAGMENT_1.8	tan	96		blue	277
evm.TU.FRAGSCAFF_17__FRAGMENT_2.17	tan	96		brown	254
evm.TU.FRAGSCAFF_21__FRAGMENT_1.19	tan	96		cyan	0
evm.TU.FRAGSCAFF_27__FRAGMENT_2.3	tan	96		green	60
evm.TU.FRAGSCAFF_29__FRAGMENT_4.31	tan	96		greenyellow	54
evm.TU.FRAGSCAFF_44__FRAGMENT_2.23	tan	96		lightcyan	0
evm.TU.FRAGSCAFF_44__FRAGMENT_2.40	tan	96		magenta	62
evm.TU.HIC_ASM_0.10	tan	96		midnightblue	0
evm.TU.HIC_ASM_0.198	tan	96		pink	179
evm.TU.HIC_ASM_0.209	tan	96		purple	186
evm.TU.HIC_ASM_0.210	tan	96		red	272
evm.TU.HIC_ASM_0.253	tan	96		salmon	231
evm.TU.HIC_ASM_0.435	tan	96		tan	327
evm.TU.HIC_ASM_0.509	tan	96		turquoise	181
evm.TU.HIC_ASM_0.543	tan	96		yellow	217
evm.TU.HIC_ASM_0.585	tan	96			
evm.TU.HIC_ASM_0.590	tan	96			
evm.TU.HIC_ASM_0.620	tan	96			
evm.TU.HIC_ASM_0.78	tan	96			
evm.TU.HIC_ASM_0.82	tan	96			
evm.TU.HIC_ASM_0.899	tan	96			
evm.TU.HIC_ASM_1.1019	tan	96			
evm.TU.HIC_ASM_1.110	tan	96			
evm.TU.HIC_ASM_1.1107	tan	96			
evm.TU.HIC_ASM_1.1297	tan	96			
evm.TU.HIC_ASM_1.1475	tan	96			
evm.TU.HIC_ASM_1.1668	tan	96			
evm.TU.HIC_ASM_1.1774	tan	96			
evm.TU.HIC_ASM_1.1850	tan	96			
evm.TU.HIC_ASM_1.1872	tan	96			
evm.TU.HIC_ASM_1.2029	tan	96			
evm.TU.HIC_ASM_1.2536	tan	96			
evm.TU.HIC_ASM_1.291	tan	96			
evm.TU.HIC_ASM_1.336	tan	96			
evm.TU.HIC_ASM_1.681	tan	96			
evm.TU.HIC_ASM_10.312	tan	96			
evm.TU.HIC_ASM_10.323	tan	96			
evm.TU.HIC_ASM_10.371	tan	96			
evm.TU.HIC_ASM_10.437	tan	96			
evm.TU.HIC_ASM_10.465	tan	96			
evm.TU.HIC_ASM_10.803	tan	96			
evm.TU.HIC_ASM_11.1405	tan	96			
evm.TU.HIC_ASM_11.282	tan	96			
evm.TU.HIC_ASM_11.425	tan	96			
evm.TU.HIC_ASM_11.511	tan	96			
evm.TU.HIC_ASM_11.737	tan	96			
evm.TU.HIC_ASM_11.961	tan	96			
evm.TU.HIC_ASM_12.1201	tan	96			
evm.TU.HIC_ASM_12.1261	tan	96			
evm.TU.HIC_ASM_12.137	tan	96			
evm.TU.HIC_ASM_12.138	tan	96			
evm.TU.HIC_ASM_12.166	tan	96			
evm.TU.HIC_ASM_12.238	tan	96			
evm.TU.HIC_ASM_12.31	tan	96			
evm.TU.HIC_ASM_12.312	tan	96			
evm.TU.HIC_ASM_12.41	tan	96			
evm.TU.HIC_ASM_12.509	tan	96			
evm.TU.HIC_ASM_12.53	tan	96			
