"power","mean.k","R.squared"
2,212.624724002027,0.402783433749055
3,156.626410143039,0.409312467275138
4,129.467228054853,0.447152827475786
5,112.020236191482,0.481629124904085
6,99.3553164781183,0.508904291768949
7,89.5522558195486,0.530171054243605
8,81.6612663035458,0.547182117549862
9,75.1396084114495,0.560708380619662
10,69.6457143523688,0.571984871337277
11,64.9493932686016,0.582863562052373
12,60.8875508489767,0.592140068436026
13,57.3402151717634,0.599936650360121
14,54.2165552670334,0.607275413189585
15,51.4462231051774,0.614801823018865
16,48.9737248452609,0.622856300305857
17,46.7546137436908,0.629490942795454
18,44.7528304299355,0.63675132499989
19,42.9387944378133,0.644043018569041
20,41.2880039204948,0.650282907777672
21,39.7799886968802,0.657519661326016
22,38.3975147563732,0.663516240434701
23,37.1259713257332,0.669372054739092
24,35.9528927805394,0.676413642878645
25,34.8675816628651,0.683619757684967
26,33.8608085171757,0.689059816949887
27,32.9245707809631,0.694321611645303
28,32.0518975552783,0.699433304448313
29,31.2366903608331,0.704394381559366
30,30.4735923651487,0.70920835601186
